id,clean_message,majority_vote,relevant_pieces,classification,confidence,reasoning
1178415250753892355_twitter,knock off a cracker for callin me towelhead,normal,towelhead,hate speech,85.0,The message contains a derogatory term 'cracker' aimed at white people and 'towelhead' which is a slur against individuals of Middle Eastern descent. The use of these terms indicates hostility and promotes division based on race and ethnicity.
8686222_gab,niggers in tulsa on video saying fuck the police after a wild nigger mentally ill was killed by cops we do not want or need niggers in america quit using  niggers call black lives matter instead of  better yet leave america now you worthless pieces of shit,hate speech,niggers nigger we do not want or need niggers in america niggers now you worthless pieces of shit,hate speech,95.0,"The message contains multiple derogatory terms aimed at Black individuals, expresses a desire for them to leave America, and promotes a negative stereotype about their behavior. This clearly falls under hate speech as it incites hatred and discrimination against a racial group."
1186738559002337282_twitter,spread you bitches like a butter knife,hate speech,bitches,normal,85.0,"The message does not contain any explicit hate speech or derogatory terms directed at a specific group. It appears to be a general expression that could be interpreted in various ways, but lacks the clear intent or language typically associated with hate speech."
23973351_gab,people should not apologize criminal gov must in this case this merchant yid whore who lies she is a queen while does not have even a drop of royal blood,normal,yid,hate speech,95.0,"The message contains derogatory language directed at a specific group ('yid') and uses terms that dehumanize and insult the individual being referred to, indicating a strong bias and hostility."
1213327950763966467_twitter,the illiterates immigrants and fkn mongs must not forget what they are,hate speech,illiterates immigrants fkn mongs,hate speech,85.0,"The message contains derogatory terms such as 'illiterates' and 'fkn mongs', which are used to demean and dehumanize immigrants. This language promotes a negative stereotype and expresses hostility towards a specific group, indicating hate speech."
9826963_gab,how is all that awesome muslim diversity going for you native germans you have allowed this yourselves if you do not stand and fight against this you get what you asked for what you deserve,hate speech,you get what you asked for,hate speech,85.0,"The message expresses a negative sentiment towards Muslims and implies that native Germans are suffering due to their acceptance of Muslim diversity. It suggests a call to action against this diversity, which can be interpreted as inciting hostility towards a specific group."
25563686_gab,where is the investigation on who gave that lying muzrat traitor a top secret clearance,normal,lying muzrat,hate speech,85.0,"The term 'muzrat' is a derogatory term used to refer to Muslims, and the context of the message suggests a negative sentiment towards a specific individual based on their perceived identity, which aligns with hate speech."
19399191_gab,it was better off when apartheid existed now its a nigger shithole niggers are killing whites get out or stay away,normal,better off when apartheid existed nigger shithole niggers get out or stay away,hate speech,95.0,"The message contains explicit racial slurs and promotes violence against a specific racial group, which classifies it as hate speech."
25855215_gab,nazi assholes  good republican  joke antifa hezbollah sandniggers10 little bitch mellenial  stupid democrats that just veiw cause scard  lmfao stupid dems open there mouths  only few have balls lmfao,normal,nazi assholes sandniggers10,hate speech,95.0,"The message contains derogatory terms such as 'sandniggers' and 'stupid democrats,' which are offensive and dehumanizing towards specific groups. The use of such language indicates a clear intent to express hate and contempt."
20069758_gab,hating beaners is so easy,normal,beaners,hate speech,95.0,"The message expresses hatred towards a specific ethnic group, using a derogatory term ('beaners') to refer to them. This clearly falls under hate speech as it promotes animosity and discrimination based on ethnicity."
25893116_gab,hey joo phebus you have still never explained your ties to jew lawyers and liberal actvists like diversity law group all you had to do is explain but you refuse but you demand others explain things to you you are such a textbook heeb operative just poorly trained,hate speech,heeb,hate speech,95.0,"The message contains derogatory terms directed at Jewish individuals, specifically using the term 'heeb' which is a slur. It also implies conspiratorial ties to Jewish lawyers and activists, which perpetuates harmful stereotypes and promotes hate against a specific ethnic group."
16392501_gab,these guys r more interested in placating a mob than in free speech  kessler  c ville city council he stood up  white people called the shouters the anti white kk  city council mbr he close  hate speech scattered sheboon outbursts w heavy ebonics downpour thru out,normal,,hate speech,95.0,"The message contains derogatory terms and references to race, specifically targeting black individuals with terms like 'sheboon' and 'ebonics.' It expresses a negative sentiment towards a group based on their race, which qualifies it as hate speech."
1520595_gab,given that he  of the globalists top  are kikescum and that the dictatorship ruling over americans is largely comprised of jewfilth perverts and criminals pace wikileaks and that the most powerful banking factions are mostly ratfaced yids,normal,kikescum,hate speech,95.0,"The message contains multiple derogatory terms aimed at Jewish people, including 'kikescum', 'jewfilth', and 'ratfaced yids'. These terms are explicitly hateful and promote negative stereotypes about a specific ethnic group, which classifies the message as hate speech."
1106221666949042181_twitter,can not trust them hoes that talk too much,hate speech,hoes,normal,85.0,"The message expresses a personal opinion about a group of people (referred to as 'hoes') but does not contain any explicit hate speech or derogatory terms targeting a specific race, ethnicity, or identity. It reflects a general distrust rather than promoting hate."
26342460_gab,good moslem if only we can get them to do this before wives squat out shitlings,normal,moslem shitlings,hate speech,85.0,"The message expresses a derogatory sentiment towards Muslims, implying that they are undesirable and using a dehumanizing term ('shitlings') to refer to children. This language promotes negative stereotypes and hostility towards a specific religious group."
25995789_gab,do dykes keep their nails short,normal,dykes,hate speech,85.0,"The term 'dykes' is a derogatory slang used to refer to lesbians, and the question implies a stereotype that could be seen as mocking or demeaning towards a specific group. This can be interpreted as promoting negative stereotypes about a marginalized community."
14330454_gab,that the future face of the country is a dumb sexually confused hyperliberal negro should surprise no one,normal,hyperliberal negro,hate speech,95.0,"The message contains derogatory language and stereotypes about a racial group, specifically using the term 'negro' in a pejorative context, and implies negative traits associated with that group. This aligns with hate speech as it promotes discrimination and dehumanization."
10706335_gab,that nigger does not need another reason to hang,normal,nigger,hate speech,95.0,"The message contains a racial slur and promotes violence against a specific racial group, which qualifies it as hate speech."
24430545_gab,i am triggered you cry over down votes i will bet mini me would be at your white nigger ass,normal,nigger,hate speech,95.0,"The message contains a derogatory term 'white nigger,' which is a racially charged insult. This indicates a clear intent to demean and provoke based on race, classifying it as hate speech."
14723646_gab,you are obviously stupid so you would not understand if you truly believe physical force is justified at this time why are not you shooting blacks or mexicans in the ghetto you do not really believe in what you are saying cuck,hate speech,blacks or mexicans in the ghetto,hate speech,85.0,"The message contains a derogatory term ('cuck') and implies violence against specific racial groups ('blacks or mexicans'), which promotes harmful stereotypes and incites violence."
10172622_gab,those two were the first racist in the white house,hate speech,racist in the white house,normal,85.0,The message expresses an opinion about individuals being racist but does not contain derogatory language or promote hate against a specific group. It critiques behavior rather than targeting a group based on race or ethnicity.
2984501_gab,conversano seen by some as controlled opposition advocates frontal clash risks civil war whereas the french white population has no weapons contrary to the heavily armed ghettos good idea,hate speech,heavily armed ghettos,hate speech,85.0,"The message implies a violent confrontation between different groups, suggesting that the white population is defenseless against heavily armed ghettos. This rhetoric can incite fear and division, which aligns with hate speech."
22626955_gab,can you guys say nigger without getting arrested lol,hate speech,nigger,hate speech,95.0,"The message contains a racial slur that is derogatory and offensive towards Black individuals, which is a clear indication of hate speech."
1118341460657459200_twitter,grown men subtweeting like bitches,hate speech,bitches,normal,85.0,"The message expresses a personal opinion about grown men subtweeting, but it does not contain any derogatory language or target a specific group based on race, religion, or other protected characteristics. It appears to be a general critique rather than hate speech."
1178359154802597889_twitter,bitches be just as messy ass these faggot ass niggas,hate speech,faggot,hate speech,95.0,"The message contains derogatory terms directed at both women and members of the LGBTQ+ community, as well as a racial slur. This language is inflammatory and promotes hate against specific groups."
13799050_gab,lol the only things an african has ever invented is peanut butter like wow we really couldnt live with out that meanwhile white people and asians have invented practically everything in the modern world,hate speech,african,hate speech,95.0,"The message expresses a derogatory stereotype about Africans, suggesting that they have contributed little to society compared to white people and Asians. This promotes a harmful narrative that devalues the achievements of a racial group, which is characteristic of hate speech."
16056333_gab,daily reminder that any self proclaimed lolbertarian who does not like hoppe is a faggot and a disgrace real libertaryans were always politically incorrect,hate speech,faggot,hate speech,85.0,"The message uses derogatory language ('faggot') to insult individuals based on their political beliefs, which promotes hate against a specific group."
13380605_gab,eurocucks love to watch their wives get raped by migrants,normal,wives get raped by migrants,hate speech,95.0,"The message expresses a derogatory and violent sentiment towards a specific group (migrants) and implies a disturbing scenario involving sexual violence, which is characteristic of hate speech."
1178656914567258112_twitter,anime culture has created a new generation of weeboos where black and white kids gonna have ching chong names cuz their stupid ass parents like ching chong cartoons,normal,ching chong ching chong,hate speech,85.0,The message contains derogatory terms and stereotypes about Asian culture ('ching chong') and implies that children of different races are being negatively influenced by anime culture. This promotes a harmful stereotype and is disrespectful towards both Asian culture and the children mentioned.
2901472_gab,he should resign and then commit hara kiri in front of those bloody thirsty muslim scumbag camel jockeys,normal,bloody thirsty muslim scumbag camel jockeys,hate speech,95.0,"The message contains derogatory terms directed at Muslims, specifically referring to them as 'bloody thirsty scumbag camel jockeys,' which is highly offensive and promotes hate against a specific group."
1092144496391929857_twitter,how hoes be whole ass adults and cant drive,hate speech,hoes,normal,85.0,"The message expresses a personal opinion about adults and driving ability without targeting a specific group based on race, ethnicity, or other protected characteristics. It does not contain derogatory language or promote hate."
1178598150002466816_twitter,absolutely right man legal immigrants who work hard and and are law abiding citizens are not the problem the context of my comment was to highlight the devastating effects of refugee crisis post  that has plagued eu and canada with forced immigrants from uncivilized society,hate speech,uncivilized society,hate speech,85.0,"The message implies a negative view of refugees and immigrants from certain societies, labeling them as 'uncivilized.' This language can perpetuate harmful stereotypes and contribute to a narrative that dehumanizes specific groups, which aligns with hate speech."
21622146_gab,well said lord pearson we are looking at millions of rapes of white and sikh girls other communities too by muslim men only  have been convicted since  can we talk about islam without being accused of hate crime lord pearson question in the house of lords islamistheproblem,hate speech,rapes of white and sikh girls islam,hate speech,85.0,"The message expresses a negative generalization about Muslim men, linking them to a specific crime (rapes) against particular communities. It implies that the issue is systemic within Islam, which can incite hatred and discrimination against Muslims as a whole."
1104499523462799360_twitter,take your skanky hoe ass and flush it down the drain biatch,hate speech,hoe,normal,85.0,"The message expresses anger and insult towards an individual but does not target a specific group based on race, ethnicity, religion, or sexual orientation. It uses derogatory language but does not meet the criteria for hate speech."
3284473_gab,trump acts like a president obama acts like a nigger street punk from chicago the clintons act like white trash spoiled crybabies and sore losers,hate speech,nigger,hate speech,95.0,"The message contains derogatory and racially charged language, specifically using the term 'nigger' in a context that dehumanizes and stereotypes individuals based on their race. Additionally, it employs other pejorative terms that contribute to a hateful narrative."
6305207_gab,trump is a pedophile kike verified power user,normal,kike,hate speech,95.0,"The message contains a derogatory term ('kike') that is an anti-Semitic slur, and it accuses an individual of being a pedophile, which is a serious and harmful accusation often used in hate speech to dehumanize and vilify a group."
23082971_gab,have just another rabbit running on facebook under the honey badge guise this one is a little rocket wicked fun making jews dance the homo paedo dave slatfascists is unable to find me on facebook,normal,homo paedo,hate speech,95.0,"The message contains derogatory terms directed at Jewish people and references to pedophilia, which are indicative of hate speech. The use of terms like 'jews' in a negative context and the phrase 'homo paedo' suggests a strong bias and promotes harmful stereotypes."
12331741_gab,i m guessing that the first thing a white muslim terrorist man would do is throw this thing off a very tall building,normal,white muslim terrorist man,hate speech,85.0,"The message expresses a violent stereotype about a specific group (white Muslims) and implies a violent act against them, which qualifies it as hate speech."
18349415_gab,look at dis ugly dothaid kike beak look like its mouf wuz made fo suckin dat babydick,normal,kike,hate speech,95.0,"The message contains derogatory and offensive language targeting a specific ethnic group, using slurs and dehumanizing descriptions, which qualifies it as hate speech."
1078868437902987265_twitter,your the one left faggot the battle been over good night,hate speech,faggot,hate speech,85.0,"The message contains derogatory language directed at a specific group ('faggot'), which is a slur used against LGBTQ+ individuals. This indicates a negative sentiment and promotes hate against that group."
9857210_gab,mussie ohell created funded armed isis tried to destroy america  years in the pit of his incompetent hell christians prayed for god to heal our land god blessed this land ans trump the media whores and both parties hate him because elected by revolution voters who want america and god first,normal,mussie,hate speech,85.0,"The message contains derogatory language towards Muslims ('mussie') and suggests a conspiracy involving them in the creation and funding of ISIS, which promotes a negative stereotype. It also expresses hostility towards political figures and groups, indicating a divisive and inflammatory viewpoint."
21555615_gab,does anyone get the feeling that nick the spic fuentes is like trying to court  something internet savvy boomer conservatives as if they were a thing,normal,spic,hate speech,85.0,"The term 'spic' is a derogatory slur used against people of Hispanic descent, which qualifies this message as hate speech."
11823648_gab,to fulfill this plan the left is trying to fill the country with the 3 rd world population they are easily moldible into revolutionary lumpen combined with home grown ghetto population they will be a huge striking force,hate speech,ghetto,hate speech,85.0,"The message expresses a negative view towards a specific demographic, suggesting that they are 'easily moldable' and referring to them in derogatory terms like 'ghetto population.' This implies a belief that these groups are inferior and could be used for revolutionary purposes, which aligns with hate speech."
16637220_gab,they are going to figure out a way to kike bitcoin,normal,kike,hate speech,95.0,"The term 'kike' is a derogatory slur used against Jewish people, and its use in this context indicates a hateful sentiment towards a specific group."
8394773_gab,ye olde niggra tax makes us pay more for home car insurance police ambulance medical schools school resource officers school po po  security entertainment we have to commute farther to work the niggra tax is endless in a perfect world muslims would blow up blacks,normal,blow up blacks,hate speech,95.0,"The message contains derogatory and racist language directed towards Black individuals, referring to a 'niggra tax' and suggesting violence against them. This clearly promotes hate and violence based on race."
1178094223444324352_twitter,yadi is a fucking faggot,normal,faggot,hate speech,95.0,"The message contains a derogatory term 'faggot' which is used to demean and insult individuals based on their sexual orientation, classifying it as hate speech."
11645635_gab,baked alaska is probably my favorite anti racist holocaust denier definitely top,hate speech,holocaust,hate speech,85.0,"The message expresses admiration for an individual who is described as an 'anti-racist holocaust denier,' which combines elements of hate speech against established historical facts and promotes a controversial figure associated with hate ideologies."
26947863_gab,please do not tarnish the name of saint mad max by associating him with that race baiting corrupt nigger bitch,normal,nigger bitch,hate speech,95.0,"The message contains a racial slur ('nigger') directed at an individual, which is a clear indication of hate speech. Additionally, it expresses derogatory sentiments towards a specific racial group, further reinforcing its classification as hate speech."
12172065_gab,an idiot a nigger a jew a muslim you are not british if you live in that cunt of a place,normal,nigger,hate speech,95.0,"The message contains derogatory and racist terms directed at specific ethnic and religious groups, which is characteristic of hate speech. The use of slurs such as 'nigger', 'jew', and 'muslim' in a derogatory context indicates a clear intent to demean and dehumanize these groups."
12369075_gab,daily reminder that with the jews you lose do not believe me just ask jesus,hate speech,jews you lose,hate speech,95.0,"The message contains an anti-Semitic statement that implies a negative stereotype about Jewish people, suggesting that associating with them leads to loss. It also references Jesus in a derogatory context, which can be interpreted as promoting hate against Jews."
27436789_gab,keep waiting sheboon,normal,sheboon,hate speech,95.0,"The term 'sheboon' is a derogatory term used to refer to Black women, which is considered hate speech due to its racist connotation."
17012100_gab,saw the new star whores movie this is my review a long long time ago in a ghetto far far away it is a period of cibil rights nigga rocketships striking from dey hood dey have won dey first victory against the ebil cracka empire,normal,whores ghetto nigga hood ebil cracka empire,hate speech,95.0,"The message contains derogatory terms and stereotypes related to race, specifically using racially charged language that targets Black individuals and perpetuates negative stereotypes. The use of 'nigga' and 'cracka' indicates a clear intent to demean and provoke based on race."
13013412_gab,only fools think any kike is on the side of whites that foes triple for jewfags,normal,kike,hate speech,95.0,"The message contains derogatory terms directed at Jewish people, specifically using slurs like 'kike' and 'jewfags'. It expresses a negative sentiment towards Jews in relation to white people, which is characteristic of hate speech."
1163087029753675776_twitter,quillette is nazi propaganda what a surprise,hate speech,nazi propaganda,hate speech,85.0,"The message contains a derogatory label ('nazi propaganda') that implies a negative stereotype about a group associated with extreme ideologies, which can be considered hate speech."
23263185_gab,warski has a flat earth debate two days later baked alaska has a flat earth debate that bleached haired retard does not even hide it anymore,hate speech,retard,hate speech,85.0,"The message uses derogatory language ('bleached haired retard') which is offensive and dehumanizing, targeting individuals based on their appearance and perceived intelligence. This type of language is characteristic of hate speech."
1144486239434788864_twitter,i can ’ t stand this look they all look like identical blow up dolls,hate speech,identical blow up dolls,normal,85.0,"The message expresses a personal opinion about a group of people based on their appearance, but it does not contain any explicit hate speech or derogatory terms targeting a specific race, ethnicity, or identity. It reflects a negative sentiment but lacks the characteristics of hate speech."
27942516_gab,purple haired dyke fascism please stop this meme,hate speech,purple haired dyke,hate speech,85.0,"The term 'dyke' is a derogatory slur used against lesbian women, and the phrase 'purple haired dyke fascism' implies a negative stereotype about a specific group based on their sexual orientation and appearance. This message promotes hate against a marginalized group."
1090741502320488448_twitter,i just know that gays with airpods are gonna cheat on me,hate speech,gays,normal,85.0,The message expresses a personal opinion or stereotype about a specific group (gays) but does not contain any explicit hate speech or derogatory language. It reflects a subjective viewpoint rather than promoting hate or violence.
26165493_gab,its just how it is baby there must be a balance too much crazy fools and we up shit creek so we got a big ass iron hammer to crack all yall queers open wit,normal,queers,hate speech,95.0,"The message contains violent imagery directed towards a specific group ('queers'), suggesting harm and promoting aggression, which qualifies it as hate speech."
15465826_gab,but that you can not even articulate kike what is yes a kike is anyone who signals against myself or any other alt right person who only exposes jews and my posts judaism v the world among other posts have brought you to my timeline kike,normal,kike kike kike,hate speech,95.0,"The message contains derogatory language directed at Jewish people, specifically using the term 'kike,' which is a known anti-Semitic slur. The context suggests hostility towards individuals who oppose alt-right views, further indicating hate speech."
16567148_gab,i am presuming he means the standard left wing idiots lots of hypocritical women amongst them think maria ladenburger obviously you are against these fucking muhammedans,normal,muhammedans,hate speech,85.0,"The message contains derogatory language towards a specific group (Muslims) and uses terms that are inflammatory and disrespectful, indicating a negative bias against them."
1178276990559801344_twitter,edgy gg stans think being racist is ok i hate faggots,normal,faggots,hate speech,95.0,"The message contains derogatory language targeting specific groups, including a slur against LGBTQ+ individuals ('faggots') and a general expression of hate towards a group ('edgy gg stans'). This aligns with characteristics of hate speech."
1177977240996499457_twitter,you niggas faggots putting you all hands on females,normal,faggots,hate speech,95.0,"The message contains derogatory terms directed at specific groups (using racial slurs and homophobic language), which promotes hate and discrimination against those groups."
14606529_gab,he could have at least brought her some kfc and a  that street shitter is lucky the nigger did not have a chimpout and kill him 🙄,normal,nigger,hate speech,95.0,"The message contains derogatory terms and racial slurs directed at a specific racial group, which is indicative of hate speech. The use of terms like 'nigger' and 'street shitter' is highly offensive and promotes negative stereotypes."
20693707_gab,antifa is currently burning everything in sight and beating people up stand down someone is shooting this school up stand down there are a bunch of illegal immigrants holding a rally let them stay it all good stand down rule of law my rear,hate speech,illegal immigrants,hate speech,85.0,"The message contains derogatory language towards specific groups, implying a negative view of 'illegal immigrants' and associating them with violence and chaos. The tone suggests a disdain for these individuals and promotes a divisive narrative."
4326272_gab,joy ann reid is a bloviating niggress brood sow who does not know what the fuck hacking is,hate speech,niggress,hate speech,95.0,"The message contains derogatory and racist language directed at an individual based on their race, using terms that are explicitly offensive and dehumanizing."
16674750_gab,european capitols arent american besides europe allowed the muzzies in anyway not my problem,hate speech,muzzies,hate speech,85.0,"The message contains derogatory language towards Muslims ('muzzies') and implies a negative sentiment towards their presence in Europe, which aligns with hate speech characteristics."
1175018985781202945_twitter,oh my god some of the fucking freshmen of my school are fucking retarded smh,hate speech,retarded,hate speech,85.0,"The term 'retarded' is used in a derogatory manner to describe individuals, which can be considered hate speech as it targets a group of people with intellectual disabilities."
16896325_gab,i am so glad i do not live there anymore i got out before the muslim invasion of minnesota,normal,muslim invasion,hate speech,85.0,"The message expresses a negative sentiment towards Muslims, implying that their presence in Minnesota is an 'invasion.' This language can incite fear and hostility towards a specific religious group, which aligns with hate speech."
23890399_gab,brennan is a vicious nasty muslim convert no act is too low for him,hate speech,muslim,hate speech,85.0,"The message targets an individual based on their religious identity, using derogatory language ('vicious nasty') and implying negative characteristics associated with being a Muslim convert. This aligns with hate speech as it promotes hostility towards a specific group."
14804499_gab,well ya can not take the nigger out of the nigger but you can leave the black greasy motherfuckers in china,normal,nigger nigger,hate speech,95.0,"The message contains derogatory and racist language directed at Black individuals, using slurs and promoting a harmful stereotype. This clearly falls under hate speech."
1178706014507548675_twitter,non lesbians stop saying dyke,hate speech,dyke,hate speech,85.0,"The term 'dyke' is often used as a derogatory term for lesbians, and the message implies that non-lesbians should not use it, which can be interpreted as an attempt to police language in a way that marginalizes or offends a specific group."
13462408_gab,white people who have enough racial sense to avoid black areas for the obvious reasons still run around and act as though they can blindly trust jews to not lie to them and kike them over smdh,normal,kike,hate speech,95.0,"The message contains derogatory terms directed at both Black individuals and Jewish people, using slurs that are widely recognized as hate speech. It promotes negative stereotypes and expresses distrust based on race and ethnicity."
4337482_gab,women do not understand the difference between fact and opinion nor do they understand that not all opinions are equal some do but the vast majority including high iq women do not of course it also true that most men are women,hate speech,vast majority including high iq women do not,hate speech,85.0,"The message expresses a derogatory view towards women, suggesting that they lack understanding and intelligence, which aligns with hate speech targeting a specific gender."
1632755_gab,i wonder how long until they can get the nigger stink out of the white house,normal,nigger,hate speech,95.0,"The message contains a derogatory term aimed at a racial group, which is a clear indication of hate speech. The phrase 'nigger stink' is particularly offensive and dehumanizing, targeting individuals based on their race."
19839354_gab,let us help the nigger sows pack,normal,nigger,hate speech,95.0,"The message contains a derogatory term 'nigger' which is a racial slur used to demean and dehumanize Black individuals. The phrase 'sows' further dehumanizes the individuals being referred to, suggesting a comparison to animals. This language is clearly intended to incite hatred and discrimination against a racial group."
2183555_gab,testing are you allowed to say nigger on here,normal,nigger,hate speech,95.0,"The message contains a racial slur that is widely recognized as hate speech. The use of the term 'nigger' is derogatory and offensive, targeting a specific racial group, which classifies it as hate speech."
10678202_gab,yup voluntarily associating with such folks is the most retarded marketing strategy i have ever seen,hate speech,retarded,hate speech,85.0,"The term 'retarded' is used in a derogatory manner, which can be considered hate speech as it targets individuals with intellectual disabilities. Additionally, the phrase implies a negative judgment about a group of people, suggesting a lack of respect or value for them."
24230127_gab,gay you are,hate speech,gay,hate speech,85.0,"The message uses the term 'gay' in a derogatory context, which can be interpreted as an insult or a form of hate speech against the LGBTQ+ community."
21467979_gab,i have been waiting for nigger music to die out as a fad for over a decade but it seems as if the problem is only getting worse,normal,nigger,hate speech,95.0,"The message contains a derogatory term for Black people and expresses a desire for a cultural aspect associated with them to 'die out,' which indicates a negative sentiment towards a racial group."
1169644417210343424_twitter,it ’ payday bitches,hate speech,bitches,normal,95.0,"The message 'it’s payday bitches' does not contain any derogatory language, hate speech, or discriminatory remarks against any group. It appears to be a casual expression of excitement about payday."
1178606198809141249_twitter,pope is asian you fucking dumb nigger,normal,fucking dumb nigger,hate speech,95.0,"The message contains a racial slur ('nigger') directed at a person, which is a clear indication of hate speech. Additionally, the use of derogatory language ('fucking dumb') further emphasizes the aggressive and hateful tone of the message."
1177216103896035328_twitter,white moms yeah my mom is gay black moms yeah he call hisself liking boys,hate speech,gay,normal,85.0,The message appears to express a personal opinion or observation about different types of mothers without using derogatory language or promoting hate against any group. It does not contain slurs or incite violence.
16118406_gab,by taking known numbers of muslim refugees being allowed onto our soil daily  multiplying each by  for chain migration every muslim in the world could potentially be here by  enough diversity yet stopislam banislam,normal,,hate speech,85.0,"The message expresses a clear animosity towards Muslims and advocates for banning Islam, which indicates a discriminatory stance against a specific religious group. The language used suggests a fear of 'chain migration' and implies that Muslims are undesirable, which aligns with hate speech."
22502718_gab,automatic sheboon niglet cannon,normal,sheboon niglet,hate speech,95.0,"The message contains derogatory and racist terms that target individuals based on their race, specifically using slurs that are highly offensive and dehumanizing. This clearly falls under hate speech."
25559720_gab,massive muzrat espionage,normal,muzrat,hate speech,95.0,"The term 'muzrat' is a derogatory term used to refer to Muslims, and the phrase 'massive muzrat espionage' implies a negative stereotype about Muslims being involved in espionage, which promotes hate and discrimination against a specific religious group."
10994515_gab,you are right jared we should not judge tara or lauren southern by their distant yid ancestry arguing percentages is frivolous but we should judge them on the positions they take on the issues,normal,yid issues,normal,85.0,"The message discusses the ancestry of individuals and suggests that judgments should be based on their positions rather than their heritage. While the term 'yid' can be considered derogatory, the overall context of the message does not promote hate or violence against a group."
1080140826175594496_twitter,button it then 😂 😂 😂 😂 😂 your boy is a fucking retard jose there a name for you lad,hate speech,fucking retard,hate speech,85.0,"The message contains derogatory language directed at an individual, using the term 'retard' which is considered hate speech as it targets a person's mental capacity in a derogatory manner. Additionally, the use of 'fucking' adds to the aggressive tone."
8815422_gab,i envision everything this retarded puerto rican saying to me being typed out on a shitty android phone in between kik sessions with random   thots with  kids,hate speech,retarded,hate speech,85.0,"The message contains derogatory language targeting a specific ethnic group (Puerto Ricans) and uses ableist language ('retarded'), which contributes to a hostile and discriminatory tone."
3009341_gab,muslim chaplain of the canadian army wtf why i am sure our muzzie friends and allies have a priest in their army hell i doubt there is one in the whole country fk islam can fam speak freely,normal,,hate speech,85.0,"The message expresses disdain towards Islam and Muslims, using derogatory terms like 'muzzies' and questioning the legitimacy of a Muslim chaplain in the Canadian army. This reflects a negative stereotype and promotes a divisive narrative against a religious group."
4101820_gab,we have all been raped by these assholes cathy obrian came out years ago,hate speech,raped by these assholes,hate speech,85.0,"The message expresses a strong negative sentiment towards a group, implying that they are responsible for harm ('raped by these assholes'). This language can be interpreted as inciting hatred or violence against a specific group, which aligns with characteristics of hate speech."
1124544521717649409_twitter,slurs would be wetback or beaner not illegal alien 🙄,hate speech,,hate speech,85.0,"The message uses derogatory terms 'wetback' and 'beaner', which are slurs aimed at individuals of Hispanic descent. The use of such language indicates a discriminatory attitude and promotes hate against a specific ethnic group."
19927516_gab,defends islam doesnt want to see islam erased from existence why not crusade against the jews and the sandniggers class remember the golden rule if you hate trump for any reason you may as well be antifa and a jew yourself namethejew  is a jew,normal,jews and the sandniggers jew jew,hate speech,95.0,"The message contains derogatory terms directed at Muslims and Jews, promoting violence and hatred against these groups. It expresses a desire for the erasure of Islam and uses slurs that are widely recognized as hate speech."
1079092016158593024_twitter,arsenal is a fucking small club with a lot of noise makers called fans livars,hate speech,,normal,85.0,"The message expresses a negative opinion about a football club and its fans, but it does not contain any hate speech or discriminatory language targeting a specific group based on race, religion, or other protected characteristics."
27352334_gab,jews started terrorism murdering and bombing in jerusalem jews are fucking arabs,hate speech,jews jews are fucking arabs,hate speech,95.0,"The message contains derogatory language towards Jews and Arabs, suggesting that Jews are responsible for terrorism and using offensive language. This promotes hate and violence against a specific group."
8027713_gab,no i only call you a retard because you are a retard,hate speech,i only call you a retard because,hate speech,85.0,"The message uses the term 'retard' in a derogatory manner, which is considered hate speech as it targets individuals with intellectual disabilities in a pejorative way."
5505215_gab,counter muslim tactics by wrapping a woollen scarf around ones head with only the eyes uncovered and claiming to be a member of the ancient order of scarfies when approached by bank or airport staff if large numbers of us did this where masked muzzies exist it could be interesting,normal,muzzies,hate speech,85.0,"The message promotes a tactic that targets and mocks Muslims, using derogatory language ('muzzies') and suggesting a deceptive act to counter them. This reflects a hostile attitude towards a specific religious group, which qualifies it as hate speech."
17121088_gab,we are bringing back the 1 9 4 0 a homogeneous white place a safe place a place where blacks knew their place expect mass mccarthy hearings to root out the commie jew traitors amongst us hey just like you,normal,place where blacks knew their place commie jew traitors,hate speech,95.0,"The message promotes a racially homogeneous society, expresses a desire to return to a time associated with racial segregation and oppression, and includes derogatory references to specific racial and ethnic groups, which qualifies it as hate speech."
8698767_gab,this is why i propose using baconas a vetting process it smells good tastes great and its muslim kryptonite,hate speech,using baconas a vetting process smells good tastes great and its muslim kryptonite,hate speech,85.0,"The message promotes discrimination against Muslims by suggesting that bacon, which is forbidden in Islam, should be used as a means to vet or exclude them. This implies a negative stereotype and promotes exclusion based on religious beliefs."
1211623909918834688_twitter,you are a fake pervert asshole you can be raped dont be stupid and work or study change you life,normal,fake pervert asshole,normal,85.0,"The message expresses frustration and insults towards an individual but does not contain any explicit hate speech targeting a specific group based on race, religion, or other protected characteristics. It seems to be more of a personal attack rather than a statement of hate."
1109327460984733696_twitter,bitches and burritos my fav combo,hate speech,bitches,normal,95.0,The message does not contain any derogatory language or hate speech towards any individual or group. It appears to be a light-hearted comment about personal preferences.
16084179_gab,they are calling nick fuentes not part of the movement as if the movement is some sort of cult and saying he an immature attention seeker i have  problem with women who are mothers speaking out for our people just these single ladies should not do beta farming,hate speech,,normal,85.0,"The message expresses a personal opinion about a political figure and critiques the involvement of certain women in a movement. While it may contain some derogatory language, it does not explicitly promote hate against a specific group or advocate for violence."
11080346_gab,a mudshark is a white woman who is only attracted to black men a thot is a whore every mudshark is a thot but not every thot is a mudshark,normal,,hate speech,85.0,"The message uses derogatory terms ('mudshark' and 'thot') to describe individuals based on their race and sexual behavior, promoting negative stereotypes and dehumanizing language towards a specific group."
