id,clean_message,majority_vote,relevant_pieces,classification,confidence,reasoning
1213327950763966467_twitter,the illiterates immigrants and fkn mongs must not forget what they are,hate speech,illiterates immigrants fkn mongs,hate speech,0.95,"The message contains derogatory terms such as 'illiterates' and 'fkn mongs', which are used to demean and dehumanize specific groups of people, in this case, immigrants. This language promotes discrimination and hostility, which is characteristic of hate speech."
9826963_gab,how is all that awesome muslim diversity going for you native germans you have allowed this yourselves if you do not stand and fight against this you get what you asked for what you deserve,hate speech,you get what you asked for,hate speech,0.85,"The message expresses a negative sentiment towards a specific group (Muslims) and implies that native Germans are suffering consequences due to their acceptance of diversity. It suggests a call to action against this group, which can be interpreted as inciting division and hostility."
25563686_gab,where is the investigation on who gave that lying muzrat traitor a top secret clearance,normal,lying muzrat,hate speech,0.85,"The message contains derogatory language ('lying muzrat traitor') that targets a specific group, which can be interpreted as hate speech. The term 'muzrat' is a pejorative that is often used to demean individuals of a certain ethnicity or religion, indicating a strong bias and hostility."
19399191_gab,it was better off when apartheid existed now its a nigger shithole niggers are killing whites get out or stay away,normal,better off when apartheid existed nigger shithole niggers get out or stay away,hate speech,0.95,"The message contains derogatory language and racial slurs directed at a specific racial group, promoting violence and segregation. This clearly falls under hate speech as it incites hatred and discrimination against individuals based on their race."
25855215_gab,nazi assholes  good republican  joke antifa hezbollah sandniggers10 little bitch mellenial  stupid democrats that just veiw cause scard  lmfao stupid dems open there mouths  only few have balls lmfao,normal,nazi assholes sandniggers10,hate speech,0.95,"The message contains derogatory terms and slurs directed at various groups, including 'nazi assholes', 'sandniggers', and 'stupid democrats'. The use of such language indicates a clear intent to demean and dehumanize individuals based on their political beliefs and ethnicity, which qualifies it as hate speech."
20069758_gab,hating beaners is so easy,normal,beaners,hate speech,0.95,"The term 'beaners' is a derogatory slur used to refer to people of Latin American descent, and the phrase expresses a sentiment of hatred towards this group, which qualifies it as hate speech."
25893116_gab,hey joo phebus you have still never explained your ties to jew lawyers and liberal actvists like diversity law group all you had to do is explain but you refuse but you demand others explain things to you you are such a textbook heeb operative just poorly trained,hate speech,heeb,hate speech,0.85,"The message contains derogatory language and stereotypes about Jewish people, specifically using the term 'heeb,' which is a slur. It also implies a conspiracy involving Jewish lawyers and liberal activists, which is a common anti-Semitic trope. This language promotes hate against a specific group."
16392501_gab,these guys r more interested in placating a mob than in free speech  kessler  c ville city council he stood up  white people called the shouters the anti white kk  city council mbr he close  hate speech scattered sheboon outbursts w heavy ebonics downpour thru out,normal,,hate speech,0.85,"The message contains derogatory terms and references that target specific racial groups, such as 'sheboon' and 'ebonics,' which are often used in a pejorative context. Additionally, the overall tone suggests a disdain for certain racial identities and implies a negative stereotype, which aligns with hate speech."
1520595_gab,given that he  of the globalists top  are kikescum and that the dictatorship ruling over americans is largely comprised of jewfilth perverts and criminals pace wikileaks and that the most powerful banking factions are mostly ratfaced yids,normal,kikescum,hate speech,0.95,"The message contains derogatory and dehumanizing language directed at Jewish people, using slurs and stereotypes that promote hatred and discrimination. This clearly falls under hate speech as it targets a specific group based on their ethnicity and religion."
1106221666949042181_twitter,can not trust them hoes that talk too much,hate speech,hoes,hate speech,0.75,"The message uses derogatory language ('hoes') to refer to a group of people, implying a negative stereotype and promoting distrust based on their behavior. This can be interpreted as dehumanizing and discriminatory."
26342460_gab,good moslem if only we can get them to do this before wives squat out shitlings,normal,moslem shitlings,hate speech,0.85,"The message contains derogatory language towards a specific religious group ('moslem') and uses dehumanizing terms ('shitlings') to refer to children, implying a negative view of their culture or practices. This suggests a strong bias and promotes a harmful stereotype."
25995789_gab,do dykes keep their nails short,normal,dykes,hate speech,0.85,"The term 'dykes' is a derogatory slang term for lesbians, and the question implies a stereotype about their appearance. This can be seen as promoting negative stereotypes about a marginalized group."
14330454_gab,that the future face of the country is a dumb sexually confused hyperliberal negro should surprise no one,normal,hyperliberal negro,hate speech,0.95,"The message contains derogatory language and racial slurs directed at a specific group, which is indicative of hate speech. The use of terms like 'dumb,' 'sexually confused,' and 'hyperliberal' in conjunction with a racial identifier is intended to demean and dehumanize individuals based on their race and political beliefs."
10706335_gab,that nigger does not need another reason to hang,normal,nigger,hate speech,0.95,"The message contains a racial slur and promotes violence against a specific racial group, which qualifies it as hate speech."
24430545_gab,i am triggered you cry over down votes i will bet mini me would be at your white nigger ass,normal,nigger,hate speech,0.95,"The message contains a racial slur ('white nigger'), which is a derogatory term aimed at a specific racial group. This type of language is considered hate speech as it promotes hatred and discrimination based on race."
14723646_gab,you are obviously stupid so you would not understand if you truly believe physical force is justified at this time why are not you shooting blacks or mexicans in the ghetto you do not really believe in what you are saying cuck,hate speech,blacks or mexicans in the ghetto,hate speech,0.95,"The message contains derogatory language and incites violence against specific racial groups, which qualifies it as hate speech. The use of terms like 'shooting blacks or mexicans' promotes harmful stereotypes and suggests violent actions based on race."
10172622_gab,those two were the first racist in the white house,hate speech,racist in the white house,normal,0.8,"The message expresses an opinion about individuals in the White House being racist. While it discusses a sensitive topic, it does not promote hate or violence against a specific group, but rather critiques certain individuals' actions or beliefs."
2984501_gab,conversano seen by some as controlled opposition advocates frontal clash risks civil war whereas the french white population has no weapons contrary to the heavily armed ghettos good idea,hate speech,heavily armed ghettos,hate speech,0.85,"The message contains elements that suggest a violent confrontation between different groups, implying a racial divide and advocating for conflict. The mention of 'civil war' and 'heavily armed ghettos' indicates a potential incitement to violence based on racial or ethnic lines, which aligns with hate speech."
22626955_gab,can you guys say nigger without getting arrested lol,hate speech,nigger,hate speech,0.95,"The use of the term 'nigger' is a racial slur that is widely recognized as hate speech. It is derogatory and offensive, targeting a specific racial group. The context of the message suggests a trivialization of the term's impact, further indicating hate speech."
1118341460657459200_twitter,grown men subtweeting like bitches,hate speech,bitches,normal,0.8,"The message expresses frustration with a behavior (subtweeting) and uses derogatory language ('bitches') to describe it. While the term is offensive, the context does not target a specific group based on race, ethnicity, religion, or other protected characteristics, which is a key factor in defining hate speech."
1178359154802597889_twitter,bitches be just as messy ass these faggot ass niggas,hate speech,faggot,hate speech,0.95,"The message contains derogatory terms directed at both women and members of the LGBTQ+ community, using slurs that are widely recognized as hate speech. The language is aggressive and promotes negative stereotypes."
13799050_gab,lol the only things an african has ever invented is peanut butter like wow we really couldnt live with out that meanwhile white people and asians have invented practically everything in the modern world,hate speech,african,hate speech,0.95,"The message contains derogatory stereotypes about Africans, suggesting that they have only contributed a single invention while implying superiority of other racial groups. This promotes racial discrimination and is demeaning."
16056333_gab,daily reminder that any self proclaimed lolbertarian who does not like hoppe is a faggot and a disgrace real libertaryans were always politically incorrect,hate speech,faggot,hate speech,0.95,"The message uses derogatory language ('faggot') to insult individuals based on their political beliefs, which is a clear indication of hate speech. It promotes division and uses slurs that target a specific group, which is characteristic of hate speech."
13380605_gab,eurocucks love to watch their wives get raped by migrants,normal,wives get raped by migrants,hate speech,0.95,"The message contains derogatory language ('eurocucks') and promotes violence and dehumanization against a specific group ('migrants'), which qualifies it as hate speech."
1178656914567258112_twitter,anime culture has created a new generation of weeboos where black and white kids gonna have ching chong names cuz their stupid ass parents like ching chong cartoons,normal,ching chong ching chong,hate speech,0.85,"The message contains derogatory terms and stereotypes related to race and culture, specifically using 'ching chong' in a mocking context. It generalizes and demeans individuals based on their cultural interests and racial backgrounds, which aligns with hate speech."
2901472_gab,he should resign and then commit hara kiri in front of those bloody thirsty muslim scumbag camel jockeys,normal,bloody thirsty muslim scumbag camel jockeys,hate speech,0.95,"The message contains derogatory and dehumanizing language directed at a specific religious group, using terms like 'bloody thirsty muslim scumbag' and 'camel jockeys,' which are offensive and promote hate."
1092144496391929857_twitter,how hoes be whole ass adults and cant drive,hate speech,hoes,hate speech,0.85,"The message uses derogatory language ('hoes') to refer to women, which can be considered demeaning and perpetuates negative stereotypes. Additionally, it implies a lack of capability based on gender, which can be interpreted as a form of hate speech."
1178598150002466816_twitter,absolutely right man legal immigrants who work hard and and are law abiding citizens are not the problem the context of my comment was to highlight the devastating effects of refugee crisis post  that has plagued eu and canada with forced immigrants from uncivilized society,hate speech,uncivilized society,hate speech,0.85,"The message contains derogatory language towards refugees and implies that they come from an 'uncivilized society,' which can be interpreted as dehumanizing and discriminatory. This type of rhetoric can incite hatred against specific groups based on their status as refugees."
21622146_gab,well said lord pearson we are looking at millions of rapes of white and sikh girls other communities too by muslim men only  have been convicted since  can we talk about islam without being accused of hate crime lord pearson question in the house of lords islamistheproblem,hate speech,rapes of white and sikh girls islam,hate speech,0.85,"The message contains generalizations about Muslim men and links them to criminal behavior, which can perpetuate stereotypes and incite hatred against a specific religious group. The phrasing suggests a negative view of Islam as a whole, which aligns with hate speech."
1104499523462799360_twitter,take your skanky hoe ass and flush it down the drain biatch,hate speech,hoe,hate speech,0.85,"The message contains derogatory language aimed at an individual, using terms like 'skanky' and 'biatch' which are offensive and dehumanizing. This suggests a hostile attitude towards the person being addressed."
3284473_gab,trump acts like a president obama acts like a nigger street punk from chicago the clintons act like white trash spoiled crybabies and sore losers,hate speech,nigger,hate speech,0.95,"The message contains derogatory and racially charged language, specifically the use of the term 'nigger,' which is a highly offensive racial slur. Additionally, it employs negative stereotypes about different groups, which contributes to its classification as hate speech."
6305207_gab,trump is a pedophile kike verified power user,normal,kike,hate speech,0.95,"The message contains derogatory terms and accusations that are aimed at a specific individual and a group, which is characteristic of hate speech. The use of 'kike' is an anti-Semitic slur, and the accusation of pedophilia is a serious allegation that is often used in a defamatory context."
23082971_gab,have just another rabbit running on facebook under the honey badge guise this one is a little rocket wicked fun making jews dance the homo paedo dave slatfascists is unable to find me on facebook,normal,homo paedo,hate speech,0.95,"The message contains derogatory references to Jewish people and uses terms that are associated with hate speech, such as 'homo paedo' and 'slatfascists'. The language is inflammatory and promotes negative stereotypes."
12331741_gab,i m guessing that the first thing a white muslim terrorist man would do is throw this thing off a very tall building,normal,white muslim terrorist man,hate speech,0.85,"The message contains derogatory implications about a specific racial and religious group, suggesting violent behavior associated with them. This promotes negative stereotypes and incites hatred towards individuals based on their race and religion."
18349415_gab,look at dis ugly dothaid kike beak look like its mouf wuz made fo suckin dat babydick,normal,kike,hate speech,0.95,"The message contains derogatory and offensive language targeting a specific ethnic group, using slurs and dehumanizing descriptions. This clearly falls under hate speech as it promotes hatred and discrimination."
1078868437902987265_twitter,your the one left faggot the battle been over good night,hate speech,faggot,hate speech,0.85,"The term 'faggot' is a derogatory slur used against LGBTQ+ individuals, which qualifies the message as hate speech. The overall tone is aggressive and dismissive, further indicating hostility."
9857210_gab,mussie ohell created funded armed isis tried to destroy america  years in the pit of his incompetent hell christians prayed for god to heal our land god blessed this land ans trump the media whores and both parties hate him because elected by revolution voters who want america and god first,normal,mussie,hate speech,0.85,"The message contains derogatory language towards specific groups, including references to ISIS and negative characterizations of political figures and parties. It expresses hostility and promotes division, which aligns with hate speech characteristics."
21555615_gab,does anyone get the feeling that nick the spic fuentes is like trying to court  something internet savvy boomer conservatives as if they were a thing,normal,spic,hate speech,0.85,"The term 'spic' is a derogatory slur used against people of Hispanic descent, which qualifies the message as hate speech. The context suggests a negative characterization of an individual based on their ethnicity."
11823648_gab,to fulfill this plan the left is trying to fill the country with the 3 rd world population they are easily moldible into revolutionary lumpen combined with home grown ghetto population they will be a huge striking force,hate speech,ghetto,hate speech,0.85,"The message expresses a negative view towards a specific group, implying that they are 'easily moldable' and associating them with violence and revolution. This language can incite division and hostility towards certain populations, which aligns with characteristics of hate speech."
16637220_gab,they are going to figure out a way to kike bitcoin,normal,kike,hate speech,0.95,"The term 'kike' is a derogatory slur used against Jewish people, which indicates that the message contains hate speech. The context suggests a negative connotation towards a group, further supporting this classification."
8394773_gab,ye olde niggra tax makes us pay more for home car insurance police ambulance medical schools school resource officers school po po  security entertainment we have to commute farther to work the niggra tax is endless in a perfect world muslims would blow up blacks,normal,blow up blacks,hate speech,0.95,"The message contains derogatory language and promotes violence against a racial group, specifically using a racial slur and suggesting that Muslims should harm Black individuals. This clearly falls under hate speech as it incites violence and discrimination."
1178094223444324352_twitter,yadi is a fucking faggot,normal,faggot,hate speech,0.95,"The message contains a derogatory term ('faggot') that is used to demean and insult individuals based on their sexual orientation, which qualifies it as hate speech."
11645635_gab,baked alaska is probably my favorite anti racist holocaust denier definitely top,hate speech,holocaust,hate speech,0.85,"The message contains references to Holocaust denial, which is a form of hate speech that denies the historical reality of the Holocaust and is often associated with anti-Semitic beliefs. Additionally, the phrase 'anti racist holocaust denier' is contradictory and suggests a dismissive attitude towards serious historical events, which can be harmful and offensive."
26947863_gab,please do not tarnish the name of saint mad max by associating him with that race baiting corrupt nigger bitch,normal,nigger bitch,hate speech,0.95,"The message contains a racial slur ('nigger') which is a derogatory term aimed at a specific racial group. Additionally, the phrase 'race baiting' suggests a negative connotation towards individuals based on their race, further indicating hate speech."
12172065_gab,an idiot a nigger a jew a muslim you are not british if you live in that cunt of a place,normal,nigger,hate speech,0.95,"The message contains multiple derogatory terms aimed at specific racial and religious groups, including 'nigger' and 'jew', which are widely recognized as hate speech. Additionally, the phrase suggests that individuals of certain backgrounds are not entitled to their identity as British, further promoting exclusion and discrimination."
12369075_gab,daily reminder that with the jews you lose do not believe me just ask jesus,hate speech,jews you lose,hate speech,0.95,The message contains an anti-Semitic sentiment by implying that Jews are associated with loss and referencing Jesus in a derogatory context. This promotes negative stereotypes and hostility towards a specific religious and ethnic group.
27436789_gab,keep waiting sheboon,normal,sheboon,hate speech,0.95,The term 'sheboon' is a derogatory term that is often used to demean and dehumanize individuals of African descent. This language is considered hate speech as it promotes racial discrimination and hostility.
17012100_gab,saw the new star whores movie this is my review a long long time ago in a ghetto far far away it is a period of cibil rights nigga rocketships striking from dey hood dey have won dey first victory against the ebil cracka empire,normal,whores ghetto nigga hood ebil cracka empire,hate speech,0.95,"The message contains derogatory and racially charged language, including the use of the term 'nigga' and 'cracka', which are offensive and perpetuate racial stereotypes. Additionally, the context of the message suggests a mocking tone towards marginalized communities, which further classifies it as hate speech."
13013412_gab,only fools think any kike is on the side of whites that foes triple for jewfags,normal,kike,hate speech,0.95,"The message contains derogatory terms and slurs directed at Jewish people, which is indicative of hate speech. The use of terms like 'kike' and 'jewfags' is explicitly anti-Semitic and promotes hostility towards a specific group based on their ethnicity or religion."
1163087029753675776_twitter,quillette is nazi propaganda what a surprise,hate speech,nazi propaganda,hate speech,0.85,"The message contains a derogatory label ('nazi propaganda') that is used to demean a group or ideology, which can be considered hate speech. The phrase suggests a strong negative sentiment and promotes division."
23263185_gab,warski has a flat earth debate two days later baked alaska has a flat earth debate that bleached haired retard does not even hide it anymore,hate speech,retard,hate speech,0.85,"The message contains derogatory language ('bleached haired retard') that targets an individual in a demeaning manner, which qualifies it as hate speech. The use of 'retard' is particularly offensive and is often used to demean individuals with intellectual disabilities."
1144486239434788864_twitter,i can ’ t stand this look they all look like identical blow up dolls,hate speech,identical blow up dolls,hate speech,0.85,"The message expresses a derogatory opinion about a group of people, comparing them to 'identical blow up dolls,' which dehumanizes and objectifies them. This type of language can contribute to a hostile environment and is indicative of hate speech."
27942516_gab,purple haired dyke fascism please stop this meme,hate speech,purple haired dyke,hate speech,0.85,"The term 'dyke' is a derogatory slur used against lesbian individuals, and the phrase 'purple haired dyke fascism' combines this slur with a pejorative characterization of a group, which can be seen as promoting hate against a specific community."
1090741502320488448_twitter,i just know that gays with airpods are gonna cheat on me,hate speech,gays,hate speech,0.85,"The message expresses a negative stereotype about a specific group (gays) and implies distrust based on their identity, which can be considered derogatory and prejudiced."
26165493_gab,its just how it is baby there must be a balance too much crazy fools and we up shit creek so we got a big ass iron hammer to crack all yall queers open wit,normal,queers,hate speech,0.95,"The message contains derogatory language directed at LGBTQ+ individuals, specifically using the term 'queers' in a violent context. This promotes harm and discrimination against a marginalized group."
15465826_gab,but that you can not even articulate kike what is yes a kike is anyone who signals against myself or any other alt right person who only exposes jews and my posts judaism v the world among other posts have brought you to my timeline kike,normal,kike kike kike,hate speech,0.95,"The message contains derogatory language directed at Jewish individuals, specifically using the term 'kike,' which is a well-known anti-Semitic slur. The context of the message also promotes hostility towards a specific group based on their religion and ethnicity, which qualifies it as hate speech."
16567148_gab,i am presuming he means the standard left wing idiots lots of hypocritical women amongst them think maria ladenburger obviously you are against these fucking muhammedans,normal,muhammedans,hate speech,0.85,"The message contains derogatory language directed at a specific group ('muhammedans'), which is a pejorative term for Muslims. It also generalizes and insults individuals based on their political beliefs and gender, indicating a hostile attitude towards these groups."
1178276990559801344_twitter,edgy gg stans think being racist is ok i hate faggots,normal,faggots,hate speech,0.95,"The message contains derogatory language directed at a specific group ('faggots') and expresses hatred towards them, which qualifies it as hate speech. Additionally, the context implies a negative sentiment towards a broader group ('edgy gg stans') based on their perceived beliefs about racism."
1177977240996499457_twitter,you niggas faggots putting you all hands on females,normal,faggots,hate speech,0.95,"The message contains derogatory terms directed at specific groups, including a racial slur and a homophobic slur. It promotes violence against women, which further classifies it as hate speech."
14606529_gab,he could have at least brought her some kfc and a  that street shitter is lucky the nigger did not have a chimpout and kill him 🙄,normal,nigger,hate speech,0.95,"The message contains racially derogatory terms and implies violence based on race, which qualifies it as hate speech."
20693707_gab,antifa is currently burning everything in sight and beating people up stand down someone is shooting this school up stand down there are a bunch of illegal immigrants holding a rally let them stay it all good stand down rule of law my rear,hate speech,illegal immigrants,hate speech,0.85,"The message contains inflammatory language that targets specific groups (antifa, illegal immigrants) and suggests violence ('burning everything in sight', 'beating people up', 'someone is shooting this school up'). The tone is aggressive and promotes a negative view of these groups, which aligns with hate speech."
4326272_gab,joy ann reid is a bloviating niggress brood sow who does not know what the fuck hacking is,hate speech,niggress,hate speech,0.95,"The message contains derogatory and racist language directed at an individual, using a racial slur and dehumanizing terms. This clearly falls under hate speech as it promotes hatred and discrimination based on race."
16674750_gab,european capitols arent american besides europe allowed the muzzies in anyway not my problem,hate speech,muzzies,hate speech,0.85,"The message contains derogatory language ('muzzies') that targets a specific religious or ethnic group, which is indicative of hate speech. Additionally, it expresses a negative sentiment towards a group based on their origin or beliefs."
1175018985781202945_twitter,oh my god some of the fucking freshmen of my school are fucking retarded smh,hate speech,retarded,hate speech,0.85,"The use of the term 'retarded' is derogatory and offensive, targeting individuals with intellectual disabilities. This language promotes stigma and discrimination, which qualifies it as hate speech."
16896325_gab,i am so glad i do not live there anymore i got out before the muslim invasion of minnesota,normal,muslim invasion,hate speech,0.85,"The message expresses a negative sentiment towards a specific religious group (Muslims) and implies that their presence is an 'invasion,' which is a derogatory term. This language can incite fear and hostility towards Muslims, categorizing it as hate speech."
23890399_gab,brennan is a vicious nasty muslim convert no act is too low for him,hate speech,muslim,hate speech,0.95,"The message contains derogatory language targeting an individual based on their religious identity, specifically labeling them as a 'vicious nasty muslim convert.' This type of language promotes hostility and discrimination against a specific religious group, which qualifies it as hate speech."
14804499_gab,well ya can not take the nigger out of the nigger but you can leave the black greasy motherfuckers in china,normal,nigger nigger,hate speech,0.95,"The message contains racial slurs and derogatory language aimed at Black individuals, which is indicative of hate speech. The use of terms like 'nigger' and 'black greasy motherfuckers' is explicitly offensive and promotes racial hatred."
1178706014507548675_twitter,non lesbians stop saying dyke,hate speech,dyke,hate speech,0.85,"The term 'dyke' can be considered a derogatory term for lesbians, and the message implies that non-lesbians should not use it, which can be interpreted as exclusionary and derogatory towards a specific group. The tone suggests a negative sentiment towards those who are not part of the lesbian community."
13462408_gab,white people who have enough racial sense to avoid black areas for the obvious reasons still run around and act as though they can blindly trust jews to not lie to them and kike them over smdh,normal,kike,hate speech,0.95,"The message contains derogatory language towards both Black individuals and Jewish people, using slurs and promoting negative stereotypes. This indicates a clear intent to demean and incite hatred against these groups."
4337482_gab,women do not understand the difference between fact and opinion nor do they understand that not all opinions are equal some do but the vast majority including high iq women do not of course it also true that most men are women,hate speech,vast majority including high iq women do not,hate speech,0.85,"The message expresses a derogatory view towards women, suggesting that they lack understanding and intelligence. It also implies a negative stereotype about women in general, which can be classified as hate speech."
1632755_gab,i wonder how long until they can get the nigger stink out of the white house,normal,nigger,hate speech,0.95,"The message contains a racial slur and expresses a derogatory sentiment towards a racial group, which qualifies it as hate speech."
19839354_gab,let us help the nigger sows pack,normal,nigger,hate speech,0.95,"The message contains a racial slur that is derogatory towards Black individuals, which is a clear indicator of hate speech. The use of such language promotes discrimination and dehumanization."
2183555_gab,testing are you allowed to say nigger on here,normal,nigger,hate speech,0.95,"The message contains a racial slur that is widely recognized as hate speech. The use of the term 'nigger' is derogatory and offensive, targeting a specific racial group, which classifies this message as hate speech."
10678202_gab,yup voluntarily associating with such folks is the most retarded marketing strategy i have ever seen,hate speech,retarded,hate speech,0.85,"The term 'retarded' is considered derogatory and offensive, particularly towards individuals with intellectual disabilities. The use of this term in a negative context contributes to a harmful stereotype and can be classified as hate speech."
24230127_gab,gay you are,hate speech,gay,hate speech,0.85,"The phrase 'gay you are' can be interpreted as derogatory or mocking towards someone's sexual orientation, which aligns with hate speech targeting the LGBTQ+ community."
21467979_gab,i have been waiting for nigger music to die out as a fad for over a decade but it seems as if the problem is only getting worse,normal,nigger,hate speech,0.95,"The message contains a racial slur and expresses a desire for a particular genre of music associated with a racial group to 'die out,' which promotes negative stereotypes and dehumanizes individuals based on their race."
1169644417210343424_twitter,it ’ payday bitches,hate speech,bitches,normal,0.9,The message expresses excitement about payday and uses informal language. It does not contain any derogatory or hateful content directed at any individual or group.
1178606198809141249_twitter,pope is asian you fucking dumb nigger,normal,fucking dumb nigger,hate speech,0.95,"The message contains a racial slur ('nigger') which is a derogatory term aimed at Black individuals, indicating a clear intent to demean and insult based on race. Additionally, the use of aggressive language ('you fucking dumb') further emphasizes the hateful nature of the message."
1177216103896035328_twitter,white moms yeah my mom is gay black moms yeah he call hisself liking boys,hate speech,gay,normal,0.85,"The message appears to express personal opinions about different groups of mothers without using derogatory language or promoting violence. It discusses sexual orientation in a neutral manner, suggesting a personal experience rather than hate."
16118406_gab,by taking known numbers of muslim refugees being allowed onto our soil daily  multiplying each by  for chain migration every muslim in the world could potentially be here by  enough diversity yet stopislam banislam,normal,,hate speech,0.85,"The message expresses a negative sentiment towards Muslims and advocates for banning Islam, which indicates hostility and discrimination against a specific religious group. The language used suggests a fear of Muslim immigration and promotes exclusionary views."
22502718_gab,automatic sheboon niglet cannon,normal,sheboon niglet,hate speech,0.95,The message contains derogatory and racially charged terms that are offensive and dehumanizing towards a specific racial group. The use of 'sheboon' and 'niglet' are particularly harmful slurs that perpetuate racism and hate.
25559720_gab,massive muzrat espionage,normal,muzrat,hate speech,0.85,"The term 'muzrat' appears to be a derogatory reference to a specific ethnic or religious group, and the phrase 'massive muzrat espionage' suggests a negative stereotype or conspiracy against that group. This language can incite hatred or discrimination."
10994515_gab,you are right jared we should not judge tara or lauren southern by their distant yid ancestry arguing percentages is frivolous but we should judge them on the positions they take on the issues,normal,yid issues,normal,0.85,"The message discusses the importance of judging individuals based on their positions rather than their ancestry. While it references 'yid ancestry,' which can be seen as a derogatory term, the overall context suggests a focus on ideas rather than promoting hate against a group. The use of the term may raise concerns, but the intent appears to be more about discourse than hate."
1080140826175594496_twitter,button it then 😂 😂 😂 😂 😂 your boy is a fucking retard jose there a name for you lad,hate speech,fucking retard,hate speech,0.85,"The message contains derogatory language ('fucking retard') directed at an individual, which is considered hate speech as it targets a person's mental capacity in a demeaning way. Additionally, the use of 'lad' in a mocking context further emphasizes the derogatory nature of the message."
8815422_gab,i envision everything this retarded puerto rican saying to me being typed out on a shitty android phone in between kik sessions with random   thots with  kids,hate speech,retarded,hate speech,0.85,"The message contains derogatory language ('retarded') and targets a specific ethnic group ('puerto rican'), which indicates a discriminatory attitude. The use of such language suggests an intent to demean and dehumanize, fitting the criteria for hate speech."
3009341_gab,muslim chaplain of the canadian army wtf why i am sure our muzzie friends and allies have a priest in their army hell i doubt there is one in the whole country fk islam can fam speak freely,normal,,hate speech,0.85,"The message contains derogatory terms such as 'muzzies' and expresses hostility towards Islam, indicating a negative bias against a religious group. The use of profanity and dismissive language further suggests an intent to demean and provoke."
4101820_gab,we have all been raped by these assholes cathy obrian came out years ago,hate speech,raped by these assholes,hate speech,0.85,"The message contains derogatory language ('assholes') and references a traumatic experience ('raped'), which can be interpreted as inciting hatred or violence against a group of people. The use of such language in the context of discussing a serious issue suggests a strong negative sentiment."
1124544521717649409_twitter,slurs would be wetback or beaner not illegal alien 🙄,hate speech,,hate speech,0.85,"The message contains derogatory slurs ('wetback' and 'beaner') that are used to demean individuals based on their ethnicity, specifically targeting people of Mexican descent. This language is considered hate speech as it promotes discrimination and hostility."
19927516_gab,defends islam doesnt want to see islam erased from existence why not crusade against the jews and the sandniggers class remember the golden rule if you hate trump for any reason you may as well be antifa and a jew yourself namethejew  is a jew,normal,jews and the sandniggers jew jew,hate speech,0.95,"The message contains derogatory terms aimed at specific ethnic and religious groups, including 'jews' and 'sandniggers', which are considered hate speech. It promotes violence and discrimination against these groups, indicating a strong bias and hostility."
1079092016158593024_twitter,arsenal is a fucking small club with a lot of noise makers called fans livars,hate speech,,normal,0.85,"The message expresses a negative opinion about a sports club and its fans, using strong language. However, it does not target a specific group based on race, ethnicity, religion, or other protected characteristics, which is typically required for hate speech classification."
27352334_gab,jews started terrorism murdering and bombing in jerusalem jews are fucking arabs,hate speech,jews jews are fucking arabs,hate speech,0.95,"The message contains derogatory language towards Jews and Arabs, promotes violence, and perpetuates harmful stereotypes, which are indicative of hate speech."
8027713_gab,no i only call you a retard because you are a retard,hate speech,i only call you a retard because,hate speech,0.95,"The term 'retard' is a derogatory slur used to demean individuals with intellectual disabilities. The message expresses a clear intent to insult and dehumanize, which qualifies it as hate speech."
5505215_gab,counter muslim tactics by wrapping a woollen scarf around ones head with only the eyes uncovered and claiming to be a member of the ancient order of scarfies when approached by bank or airport staff if large numbers of us did this where masked muzzies exist it could be interesting,normal,muzzies,hate speech,0.85,"The message promotes a derogatory stereotype about Muslims, using terms like 'masked muzzies' which is a pejorative. It suggests a deceptive tactic to counter Muslims, implying hostility and discrimination against a specific religious group."
17121088_gab,we are bringing back the 1 9 4 0 a homogeneous white place a safe place a place where blacks knew their place expect mass mccarthy hearings to root out the commie jew traitors amongst us hey just like you,normal,place where blacks knew their place commie jew traitors,hate speech,0.95,"The message contains explicit references to racial superiority and segregation, promoting a homogeneous white society while denigrating Black individuals and Jewish people. It invokes historical events associated with oppression and discrimination, indicating a clear intent to spread hate."
8698767_gab,this is why i propose using baconas a vetting process it smells good tastes great and its muslim kryptonite,hate speech,using baconas a vetting process smells good tastes great and its muslim kryptonite,hate speech,0.85,"The message promotes a negative stereotype about Muslims by suggesting that bacon, which is forbidden in Islam, is a form of 'kryptonite' for them. This implies a derogatory view of Muslims and uses humor to belittle their beliefs."
1211623909918834688_twitter,you are a fake pervert asshole you can be raped dont be stupid and work or study change you life,normal,fake pervert asshole,hate speech,0.85,"The message contains derogatory language and threats of sexual violence, which are indicative of hate speech. It targets an individual with insults and implies harm, contributing to a hostile environment."
1109327460984733696_twitter,bitches and burritos my fav combo,hate speech,bitches,normal,0.9,The message expresses a personal preference for food and does not contain any derogatory language or targeted attacks against any group. The terms used are informal but do not convey hate.
16084179_gab,they are calling nick fuentes not part of the movement as if the movement is some sort of cult and saying he an immature attention seeker i have  problem with women who are mothers speaking out for our people just these single ladies should not do beta farming,hate speech,,hate speech,0.75,"The message expresses derogatory views towards women, particularly mothers, and implies that single women should not participate in societal discussions, which can be seen as promoting a negative stereotype and exclusion based on gender and marital status."
11080346_gab,a mudshark is a white woman who is only attracted to black men a thot is a whore every mudshark is a thot but not every thot is a mudshark,normal,,hate speech,0.85,"The message uses derogatory terms ('mudshark' and 'thot') to describe individuals based on their race and sexual behavior, promoting negative stereotypes and objectifying women. This language is dehumanizing and perpetuates racial and gender-based hate."
