id,clean_message,majority_vote,relevant_pieces
1167858843264569345_twitter,me you know what they say about people with big hands and big feet wife they ’ re retarded me okay,hate speech,retarded
27955937_gab,another ignorant yank the injuns are immigrants like us fucking mongoloids from asia just like jews but they were immigrants not kike landsquatters,normal,
13125728_gab,most of that red is due to starvation american blacks do worship the brain dead rapper stoner lifestyle to the detriment of their own children not to mention i think they have aborted most of their possible geniuses that would have pulled themselves up from the ghetto into greatness,hate speech,aborted ghetto
15344789_gab,dear america for context  young vulnerable white underage children were groomed raped abused sodomised by muslims in complete freedom with full knowledge of all the authorities because of fear of offending the muslims gotrump,normal,groomed raped abused sodomised by muslims
5818932_gab,a recent study has confirmed that regular fetching of beers and making of sandwiches greatly reduces chances of domestic violence by up to,hate speech,regular fetching of beers and making of sandwiches reduces domestic violence
21787587_gab,do not think for even a moment that the un wasn t involved in making that happen c mon now the same un that is allowing white genocide in south africa and pushing for white replacement or genocide in larger more established countries,hate speech,white genocide
20301314_gab,the fucking kike sob banned my favorite youtube channel motherfucker we all listen to it at work everyday,normal,fucking kike
1080283801589350402_twitter,lol yo and my punk ass stay attracted to that shit in women,hate speech,punk ass shit
1178777366195298304_twitter,like brazil many are descendants of west africa social constructs labels classifications have ruined a many people who falsely self identify as white or just do not even know abt their native land all b c of them bum ass caucazoids aka caucasians,hate speech,
15445326_gab,bitcoin and islam is the same shit gehirnwäsche fangt an zu denken,normal,bitcoin and islam
1253981837887713286_twitter,you are a retarded twat that spouts a scewed agenda with misinformation,hate speech,retarded twat
10762626_gab,that fine i called him a kike on the radical agenda,normal,kike
4592022_gab,the republican efforts to get their own magic negro into the presidency was an attempt to recreate a kinder friendlier version of obama they could lead him by the nose on foreign policy while keeping economic policy status quo and getting less racial tension libs were right uncle tom,hate speech,own magic negro
1179057199865315328_twitter,or worse that dykes from livingston because he is a different option 🙈,normal,dykes
25690451_gab,we need to stop all id to the nigger nations le the sub humans fend for themselves let mother nature cull the feral herds nothing better than niggers getting rid of niggers,normal,niggers niggers
27002624_gab,for me it every month i refuse to acknowledge nigger pride or any if the others just white pride month,normal,nigger
1086511235745701888_twitter,tbh if it wasn ’ t for bigag and pornography we would be stacking bodies so high the negroes would blush,hate speech,so high the negroes would blush
14288558_gab,do not leave out the kike bolshevik revolution bodycount of  million hitler was a christian,normal,kike
1178728443783127040_twitter,fuck you raghead,normal,raghead
1179100720458584066_twitter,its dumb bitch season all year round,hate speech,dumb bitch
4968783_gab,hopefully we can speak freely about moslim terror here,normal,moslim terror
19639148_gab,nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigg,normal,nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger
23440601_gab,the us army liberals are gonna help jews bring more refugees from the middle east so thay can attack americans and stomp of the usa flag american soldiers and liberals are the same thing liberals help jews persecute capitalists locally for money soldiers help jews persecute capitalists abroad for money,hate speech,jews bring more refugees jews persecute capitalists
1164587915319681024_twitter,asians really study black ppl and our culture and come on here acting black and making black music and dont even kno wtf goin on omg,hate speech,asians really study black ppl acting black
19350480_gab,it certainly fugly enough to be a kike bitch,normal,kike
2956214_gab,just once i d like to see or hear on the news about a moslem business being sued by gays why is it always the christian businesses is it because they do not threaten to kill gays by beheading or throwing them off tall buildings,hate speech,
1192879861385314304_twitter,all you ghetto hoes wanna do is fight over these niggas sis get a job,hate speech,niggas
5968925_gab,dear cate blanchard the last time i let my sex be my moral compass it said and i quote make a left at the south border a hard left never go full retard cate you know,hate speech,full retard
16324773_gab,the worst film of  hopefully worse than that lesbian ghostbusters variant with that fat nigger a few years back,hate speech,lesbian nigger
17929392_gab,salute brother its the the truth and nothing but the truth enjoy and let it develop your brain and use it against your kike government,normal,kike
23519250_gab,this is absolute bullshit it a psychological trick to attempt to show moslem supremacy these low iq shit skins have no balls are dickless assholes,normal,low iq shit skins
1178847852384018432_twitter,my window is closed mackinze i am worrying about myself but i guess so are you two arrogant white bitches dm me if there an issue or stop being childish and talking ya shit,hate speech,arrogant white bitches
17942540_gab,i bet he was popular in the ghetto,hate speech,ghetto
10911896_gab,suck that nigger dick you fucking faggot i absofuckinglutely hate what america has become goddamn white man get off your fucking knees,normal,nigger faggot
20897534_gab,yes the backdoor part of this war will be dhimmi socialists who will always infiltrate and attack the the patriots and side with islam while their own daughters are being raped and sold by muslims,normal,islam being raped and sold by muslims
19238034_gab,satan has said no muslim must ever say jesus is the son of god,hate speech,no muslim
24549572_gab,vote conservative if you do not want a nigger for a neighbour if you do not want a yid vote labour,normal,nigger yid
1230040092128894976_twitter,when women blow everything out of proportion and drink a full gallon of retard juice 👌,hate speech,retard
26797357_gab,pay attention to the muslims the blacks are waking up,hate speech,pay attention to the muslims the blacks are waking up
14110630_gab,i am surprised twitter did not promote the nigger that did this what made twitter cuck to the right at the last minute the bitches,normal,nigger
14550120_gab,ah go fuck a jew ya dyke bitch whore,normal,fuck jew dyke bitch whore
23871845_gab,who is more evil a sa refugee or assad thanksjews lugenpresse,normal,refugee thanksjews
15739905_gab,this is what happens when you let alt troasties think they are allowed to have opinions they suddenly get the idea that fucking niggers is ok as long as they do not do it anymore how many nigger dicks have you sucked before whore,normal,nigger whore
11957582_gab,as far as the pewdiepie thing goes there nothing inherently pejorative about the word nigger nigger is derived from the latin niger for black all nigger literally means is black nigger niger black no shitlib has ever coherently articulated why saying black is okay but nigger is not,normal,nigger nigger
1087114213099745281_twitter,plot twist this niggers been alive the whole time 🤨,normal,niggers
26219214_gab,hillberg100  day ago ask maxines wig about that  russian retirement fund or her hubbys bank bailout when he did not need or her living outside her ghetto districts that have the lowest living standards well below poverty levels,hate speech,maxines wig ghetto districts
3972671_gab,nobel peace laureate fighting wars in  countries bestows medal of freedom on crazy uncle choo choo before give finger to cuban refugees and then he airdropped  billion in cash to iranian mullahs while stage diving into a mob of weeping celebs for his going away toungue bath,hate speech,cuban refugees stage diving into a mob of weeping celebs
1253750496843771907_twitter,when bitches say this is real you are real yes even real or not real it just hits different,hate speech,bitches
6578482_gab,niggers im calling it nigger day on gab huwhite folks should jump onboard coz i need some buzzfeed action to validate my ass,normal,nigger
1388196_gab,very nice that you can correct gabs i guess on gab gab spelling like a retard because of all this craziness maga,normal,retard
16805548_gab,bad mudslimes want to cut off your head good mudslimes want bad mudslimes to cut off your head,normal,mudslimes
19110926_gab,so like how shaun king is a trans nigger this guys a trans sand nigger so shaun king the white version of uncle ruckus thinking he black and this guy the sand nigger variant,normal,trans nigger trans sand nigger sand nigger
1178870606294474752_twitter,to the white bitch that would not let me go in front of her and started to speed up as soon as she seen my blinker you moms a hoe ps fuck you,hate speech,
7458007_gab,the only reason why islam is classified as religion is they could not sell it as a political ideology to free world too much revolt people would see muzslimes are invaders not poor rapefugees or gimmigrants that why islam is packaged as a religion more freedom to rape maim kill us,normal,they could not sell it as a political ideology too much revolt muzslimes are invaders poor rapefugees or gimmigrants to rape maim kill us
19580962_gab,big pun had a particularly bombastic and technically competent flow that morbidly obese spic could definitely rap too bad he was too much of a weak bitch to put down the fucking twinkies and lose the weight,normal,spic
11744991_gab,that faggot is begging for a helicopter ride,normal,faggot
18051974_gab,we are woke as fuck and we are not listening to some kikess or shabos shiksa not even your favorite,normal,kikess
10500671_gab,chicago sanctuary city hahaha a couple months in that war zone ought to be enough to allow illegals to qualify as refugees back in their home countries,hate speech,allow illegals to qualify as refugees back
12495056_gab,the nigger should just cut to the chase and break into the lot to steal the car,normal,nigger
21359909_gab,i hope next time a nigger actually kills tommy gay boy robinson,normal,nigger
1177715933386870785_twitter,get off my twitter feed you towel head go milk a goat or something,normal,towel head
16884802_gab,i am ashamed that bill hillary are white they are a disgrace to their white skin they do not represent my race they are ghetto as al sharpton and jessie jackson or mlk,normal,ghetto
15334455_gab,everyone i disagree with is a kike alright i guess that the side i will join,normal,kike
1234486222141214722_twitter,patriot defended america against radical jihadists who put humans in cages and burn them alive,hate speech,jihadists
1251975373497053185_twitter,if the jews had more swag,hate speech,jews
6834960_gab,what only phosphorus i think the israelies should just nuke the moslem pigs and get it over and done with fuck moslems cunts,normal,moslem pigs moslems cunts
24288446_gab,this nigger belongs in africa,normal,nigger
25273523_gab,if that were my sentiment and not a misrepresentation you would the muzzies were and have been throughout history the most despicable of people peace is a foreign concept to them,hate speech,muzzies
1179090810232610817_twitter,as in retarded,hate speech,retarded
1164745213648261120_twitter,you don ’ t never fuck yo niggas bitch n you don ’ t never sneak around him,hate speech,fuck yo niggas bitch
4770465_gab,be honest and speakfreely gabfam is there anyone here part of the altright that has a problem with me or others for being of other races and orientations despite being sympathetic to your cause and being fellow white rights advocates i do not get offended easily genuinely curious gab maga,hate speech,
22368560_gab,on the plus side it seems like their anti gun strategy is being executed by sullen obnoxious almost functionally retarded tweens,hate speech,retarded
23874467_gab,kike puppets run usa,normal,kike puppets
16768459_gab,is the word wetback banned,normal,wetback
8522959_gab,more like they would love to sit in endless meetings without doing any real work okay when did you stop being gay please purple haired niggerette charge nurses would never have morning report end if it was an option murse,normal,niggerette
8817274_gab,on fox now retard chris coons d de is saying he wants an investigation into whether sessions violated his recusal regarding russia martha maccallum was too dim witted to say anything she literally just lets him say anything he wants like a retard,hate speech,retard
1075599145698770950_twitter,pretty bitches can stay off my feed,hate speech,bitches
1144341896627703808_twitter,i really wasted a whole year with a dumb hoe,hate speech,dumb hoe
25802611_gab,new campaign idea go to starbucks with the name caracka pronounce kare acka just to be safe raise hell on social media when the ghetto linguistics call it cracka out of instinct,hate speech,raise hell on social media when the ghetto linguistics call it cracka out of instinct
25043036_gab,the white helmets are a bunch of muzzie terrorist,normal,muzzie terrorist
13078627_gab,germans love high taxes nigger hordes now that the german elections are finished merkel now comes with the tax hikes this shows the contempt for the people assume that they are just stupid so do nothing before and election then raise the taxes after according to a report,normal,nigger
15219656_gab,jean is absolutely retarded and apparently a heeb dickrider,normal,heeb dickrider
25941818_gab,i expect niglets first then divorce bitch gonna get royal paid,hate speech,niglets
9353459_gab,you r encouraging miscegenation that is an aspect of white genocide so if you are white you are a mudshark skank traitor if you are any other race then you are cheering for white genocide all the facts i stated about black crime your poor writing skills r true no assumptions here,normal,mudshark
22545451_gab,i saw a very bad case of jungle fever mudshark disease last nite da nigger wuz about   lbs and had a hybrid sheep dog string mop weave on his haid,normal,jungle fever
19700689_gab,well gosh as if you think being a white nationalist means treating people badly because of their race for god sake the only thing that a white nationalist is advising is no future race mixing anything beyond that is actual racism which white nationalists oppose,hate speech,race mixing actual racism
1103830041249697792_twitter,slap the bitch in the fave with them hoes,hate speech,bitch
16824936_gab,of course he does not look white to you you are not intelligent enough to observe obvious similarities you are too stupid to be a part of this republic pack your shit retarded degenerate,hate speech,retarded
1102926042912772096_twitter,ya because a broke nigga got spotted so he ’ back now,hate speech,nigga
9006147_gab,agreed and the ones all ready here must go and take their dumbass american wives with them idk how many american women are marrying muslims but in the the uk it the cool thing to marry the muslim charmer boys to avoid the party scene,hate speech,must go and take their dumbass american wives with them
1123614321572028417_twitter,aw the short dykes are getting noticed today thats cute,hate speech,dykes
17920249_gab,they should not have raped the monkeys,hate speech,raped the monkeys
18485393_gab,i know history i know brother wars my family has fought brits and yankees i am over it only a kike would gloat over the deaths of whites i hope you are gang raped by a pack of abos,normal,kike gang raped abos
12986076_gab,for guerilla warfafe events like lasvegasshooting is why many jews seek fame posing as conservatives on twitter and in radio shows so they can feed their followers all kinds of false talking points away from the truth after their attacks,hate speech,
16462384_gab,i am a retard or a jew for noticing the crazy claims that jews published themselves regarding the holocaust nice try kike,normal,kike
14274324_gab,look at this bloated nigger sow 😑,normal,nigger
15078775_gab,wow never had such a busy evening until now bluehand family joining gab in droves here all free speech is welcomed if snowflake soy boy leftie sjws are not content with mute or stop follow then they can fuck off to dhimmi moslem cock sucking twatter,hate speech,dhimmi
1185219554068369408_twitter,bitches b weird bro,hate speech,bitches
1178904487978819585_twitter,white bitches be like blm did i tell you all black lives matter like we get it bitch you are not racist 💀,hate speech,white bitches
1178502539622240256_twitter,global patience my foot where was global patience when  lakhs kashmiri hindus murdered raped and driven away from their homes by jihadis where was global patience when stones were pelted by pak proxies and jawans murdered by paki terrorists everyday,hate speech,paki
15969953_gab,what do you mean how do i figure can you read do you have any self awareness at all with responses like these i should just default to calling you a retarded faggot now go away and stop wasting my time amateur,hate speech,retarded faggot
1248658951748702209_twitter,you lost me when you gave another bitch the privilege to feel like she got you how i got you 👌 🏽,hate speech,bitch
17354743_gab,u can dream all you want but i will never suck your hiv dick faggot as im not gay like you homo queer catch,normal,hiv dick faggot as im not gay like you homo queer
18600571_gab,if illegal immigrants come here to take part in the american dream to work really hard then why do not they work hard to become a legal citizen hm,hate speech,illegal immigrants
14588601_gab,you mean awake do not use blm ghetto language,hate speech,blm ghetto language
2372101_gab,cuckservative media calls trump a liberal liberal kike media calls him far right tired of these deceitful cocksuckers,normal,kike
23814770_gab,only shit gay bout me in the shit i shit out in da toiket bowl you queers wanna suck on my shit covered asshole son,hate speech,queers
1185062519339212801_twitter,telling bitches you gon eat em out amp lying about it jus so they got another reason to come over gt ;>>,hate speech,bitches
15706794_gab,and having been humiliated by trump over the britain first rts provides a convenient opportunity to take a tougher stance even if just words on moslem terrorism,normal,moslem terrorism
9990225_gab,when i first got on here and said i hate trump i was considered a troll but people who yell about hating niggers are not trolls yeah ok,hate speech,hating niggers
9531636_gab,everything ages islam is just late the way i see it they are just at that age remember how the church was  years ago the plague that fluorished because people thought the devil was using black cats to bewitch people into sickness,hate speech,islam is just late
22574078_gab,stop blaming niggers and women for what is obviously being caused by russian hackers,normal,niggers women russian
11303193_gab,daughter raped at least they did not call me racist sons sodomized at least they did not call me homophobe wife tortured and murdered at least they did not call me sexist country invaded conquered wasted at least i considered the other perspective hung from pole at least i am not a nazi,hate speech,raped sodomized
1078328752613003269_twitter,you say yiddish speaking immigrants in the 1 9 th century they hear globalist diaspora self hating jews,hate speech,self hating jews
18504993_gab,only autistic faggots think a thing only exists if it has  crisp borders do you not think we know what blue is lol what a fag,hate speech,faggots fag
7147551_gab,this communist bitch has to go she should not be teaching middle school or any school for that matter she a danger to freedom and to society outantifa,normal,communist bitch has
1183116244838469632_twitter,shut up your fuckin mouth terrorist son of bitch,normal,fuckin terrorist son of bitch
1142942089623175170_twitter,seems the better analogy may be ‘ for donald trump lying is like exploiting and perpetrating sexual violence against women ’,hate speech,lying is like exploiting and perpetrating sexual violence against women
15637257_gab,some nigger that played in the nfl,normal,nigger
23802821_gab,if i am a russia troll for not wanting to go into another war for the kike a than i guess i am a russian troll and proud of it no more wars for israel,normal,kike
15337734_gab,👍 more offensive words pocontas thug goatfucker rocketman illegal merry christmas crackitute pizzagate,normal,goatfucker
1110662122072170496_twitter,i fucking hate this shit with a passion turkey are bastards for this,hate speech,bastards
21314838_gab,when some nigger asks you for spare change on the way into   tel him i am not the your city here branch of the nigger reserve bank,hate speech,nigger
1170067182069473282_twitter,oh look the refs a nigger again,normal,nigger
24687177_gab,another demonstration of what a useless joke the uk police are especially retarded to send two unarmed women to apprehend a rapist guaranteed fail bad enough for unarmed pansy men but women how very progressive and equality,hate speech,retarded unarmed women to apprehend a rapist pansy men
17465908_gab,boomers lolbertarians and kike shills are all here the platform is really picking up leftists know we made twitter much more interesting,normal,kike
26938167_gab,trump should try to impeach the wetback jew justices who performed gay marriages but did not recuse themselves from the gay marriage ruling,normal,wetback
27438758_gab,jews are fucking liars architects of diversity and division,normal,jews are fucking liars
19236520_gab,yep obozo he knew all of the crimes the muslim camel jockey who hates himself if only i would have looked into acorn in chicago it all was right there but hell we got trump maga,normal,muslim camel jockey
17092374_gab,what was meant as a workable salvation for all a banner for bold brave men ye make a ghetto for the insipid pleasures of impractical self flagellating piety addicts the pharisees persecuted the church and it grew ye join the church and the world shrugs and ambles away bored churchians,hate speech,ghetto
9500360_gab,a gathering of faggots and dykes is a great place to verify the usefulness of thermobaric munitions,normal,faggots and dykes
21573075_gab,and all this butthurt faggotry just makes me want to join twp to spite you queers,normal,faggotry
1168720558852321281_twitter,im sorry but muslims disgust me at this point ngl,normal,muslims disgust me
22313348_gab,i take it you are a nigger then you have thrown no one anywhere and it looks like the muzrats have turned the uk into another shithole try to keep up,normal,muzrats
25517684_gab,i ain t got paper in front of me nigga get your educated ass to itemize what i personally owe you and we will talk green until then cram it up your loose ghetto asshole,hate speech,nigga ass cram it up your loose ghetto asshole
18964489_gab,wow some girl seriously fucked you up dude my wife respects and loves me never happen i did not pick a whore i love that the only argument you have is some elaborate imaginary scenario that includes nigger cock very telling,normal,nigger
22987236_gab,you dumb nigger,normal,nigger
13986283_gab,in the   police hated pakis as we all did but it was the police who saw the results of pakis who battered and raped wives and daughters and prostituted them police thought any white girl with a paki was scum and deserved all she got,normal,police hated pakis pakis who battered and raped wives and daughters and prostituted them
20921931_gab,lol what a kike retard,normal,kike
9489892_gab,when blacks chimp out or pimp walk slowly in front of your car they think they are speaking muh dik to power or social justice  muh slavery but really it just b c they are stupid,normal,blacks chimp really it just b c they are stupid
23785295_gab,already millions looking at him saying he is a kike shill moron he out in,normal,kike
1178764934294970368_twitter,you all need to take this nigger activity off my tl,normal,nigger
12663162_gab,sorry i am sweating like a nigger on a rape charge that not a problem would you like me to ask you the question again yes please to the charges regarding racism in the workplace do you plead guilty or not guilty,normal,nigger
11341956_gab,now there a great big mosque built on a church in western europe that looks at the thousands of unarmed unorganized muslims refugees as possible converts to armed organized muslims that will do the bidding of the western elites that will remain camouflaged by the msm,normal,armed organized muslims
11701492_gab,i think all women who work easy jobs for the state should be law compelled to keep their asses under  wide i would make an exception for those over,normal,asses
12116409_gab,yes we will and you stick to trolling old women to artificially inflate your cult leaders book rankings we are going to save western civilization and you are going to do nothing but act like a retard all your life,hate speech,
18447213_gab,teachers control education you were in the classroom the students were listening to you if you taught them to be retarded communist idiots that all on you maestro,hate speech,retarded
18479527_gab,east asians do not recognize nigroids as fully human wont say it in public they get pissed off when ppl marry other even east asians muddling south asians are niggers of asia with their flat noses and low iq the genomes inherently recognize quality,normal,nigroids niggers
17711892_gab,lol kike,normal,kike
16555611_gab,how about if you fuck a nigger you are disowned,normal,nigger
12723660_gab,another ghetto hell hag who is deeply upset god punished her to live as an ape give her a banana,normal,ghetto hell hag ape
12985498_gab,beta males and their feminist masters yammer on about the morality of sex being nice and how women are the real victims while mexican alpha breed them out of existence virtue signaling will not propagate your genes only subjugating women and putting buns in the oven early and often,normal,beta males and their feminist only subjugating women and putting buns in the oven
1206003848718012416_twitter,i ’ d never go in the ghetto again to buy grabba i give rasta  dollars nicca say grabba gone up anoo,hate speech,ghetto
27141958_gab,alcohol is legal being obese is legal damn you are fucking retarded it may be their choice but their choice was a legal choice based on us law cocaine is not legal retard,hate speech,fucking retarded cocaine is not legal
10827321_gab,the prevalence of feminism demonstrates that the future is now the ponderous pace of evolution argues that the future reflects the past and the present only the biological limits of dimorphism have prevented women from evolving into reproduction machines sexbots meh gmo women brave new world,hate speech,women from evolving into reproduction machines sexbots
3069385_gab,so germany how many more of your countrymen are you going to let merkel her muzzie murderers murder refugeesnotwelcome rednationrising,normal,muzzie murderers murder refugeesnotwelcome
13928535_gab,a bunch of ppl who are not in twp or los and never will be arguing over what symbols and optics they should use is retarded,hate speech,retarded
16928175_gab,you must be a faggot a kike or both fuck off back to twitter you fragile cocksucker,normal,faggot kike
8812629_gab,cutting edge spic internet bantz,normal,spic
21264018_gab,protesting immigrant rape hate crime,normal,immigrant rape hate crime
11609620_gab,time to have the music industry join us on the not retarded side,hate speech,retarded
1178503399962300416_twitter,i hate fucking niggers,normal,niggers
1124267001415778304_twitter,to those who cant hold their shit and spoiled endgame you guys are retarded and jerks go die,hate speech,retarded
13937879_gab,people respond to incentives esp politicians since very few congressmen ever dare vote against funding israel and willingly add more than requested what carrots and sticks have the jews set in place to ensure they get what they want hint it almost all sticks,hate speech,have the jews set in place
20624288_gab,i know all about servicemen wearing shemaghs i am just saying he might not know about that and may have mistook you for a sandnigger because you are wearing one how does that not make any sense to you,normal,sandnigger
1142244815947665408_twitter,well here is a good way to get rid of these nazi ’ and a few coward gop a holes as well,hate speech,
21822121_gab,jesus christ were retarded hobo  busy,hate speech,retarded hobo
13751869_gab,maxine waters nigger bitch brain jumps the porch attacks cos gen kelly you earned  stars had a successful career now you have fallen prey to a moron in an effort to protect his career apologize trump gab fam speak freely chat americans,hate speech,nigger
23693454_gab,memorize dear gab fam for when taking the argument to the muslim,hate speech,muslim
20662895_gab,tell him that he ruined star wars by having that nigger on oh and hold your head up high,normal,nigger
12987183_gab,it was mostly beaners and asians with the occasional nog,normal,beaners asians nog
4565102_gab,bible christians need to stop quoting open anti christs like milo who cares what fucking faggots have to say and diseased dykes like rosie god damn them all to hell,normal,dykes
3334032_gab,you have got to realize they do not go to muslim countries because they are not refugees they are the frontline foot soldiers of a terrorist army this is all part of their plan to conquor the world maga,normal,they are the frontline foot soldiers of a terrorist army
11133060_gab,lol seriously you think an employed person can say nigger lol i meant white person btw get real go ask all the nigger guys on south park,normal,nigger nigger guys
22422214_gab,you are already a subhuman life form so for me to further lower your value would literally be in possible have fun being muted sand nigger,normal,sand nigger
14980106_gab,thanks that was actually helpful to me as i wasn t following  always good to find more kike gassers as there a lotta gassin to do,normal,kike gassers
11228726_gab,marquis de valmont prediction for notting hill coonival niggers will attack police with bottles and rocks after a few hours they will go home some guardianista will bleat about modern britain,normal,niggers
1085371408476180481_twitter,blow that bitch up like a nuke,hate speech,bitch
12171519_gab,i just wish they did a star trek version of dune even the sand niggers are white,hate speech,sand niggers
11273952_gab,1 9 3 0 sgermany geneticjews controlled white germany via violating antitrustlaw 2 1 st century whit eusa controlled by genetic kikes enablers buffett whos white gives billions to filthy kike gates not for profit ;& traito rcongress enem ysupremecourt who refuse to enforce antitrust law,normal,kike
1178511619057442816_twitter,oh look one of my favorite little faggots,hate speech,faggots
9623515_gab,it been shown by men smarter than me that sending free shit into ghettoes only makes the problem worse just because that ghetto is continent sized why would the principle change giving people money they did not earn only breeds more dependency sink or swim i care not,hate speech,sending free shit into ghettoes only makes the problem worse sink or swim i care not
1178804375424249862_twitter,if the firefighters were as white and useless as zaid in seeing the situation in front of them yes i d tell them not to fuck with my house because they d probably help burn it down,hate speech,white and useless
20898112_gab,then there are the ones who gave it up or kept silent about being raped and got left in the dust anyway natasha henstridge species and grace lee whitney yeoman rand from star trek tos for example,hate speech,raped
1163528006272290816_twitter,you know sacramento is ghetto as fuck when you ’ re not even faced by homeless crackheads tryin to jump of capitol bridge,normal,ghetto
3720667_gab,deport every muslim trash and banislam,hate speech,deport every muslim trash and banislam
18412030_gab,they do but they have some lame ass idea that they can benifit from it as its replaced and they are just dumb enought to think this time they will get it right they are just as retarded as you but arguably better at murder just saying,hate speech,retarded
1241937890369630208_twitter,i got to pay for my own birthday nails ghetto,hate speech,ghetto
17036289_gab,is not it interesting what conservatards hate most about islam is its sense of moral strength and self belief they hates kebabs for preserving a primitive sand nigger equivalent of what we once were,normal,sand nigger
13232813_gab,good thing too or the place would have more sand niggers than the fucking sahara,normal,sand niggers
1094756935428161536_twitter,can i argue with you about how traps are gay,hate speech,gay
1208720931440320512_twitter,found a racist closet gaypoop fan,hate speech,racist closet gaypoop
1178727064397987840_twitter,atleast ur country is secular pakistan is a muslim country nd they produces terrorists,normal,muslim terrorists
26910410_gab,so it ok to dox a kike but not someone he supports,normal,kike
3878555_gab,white nations for white people want a future deport jews with the arabs,normal,deport jews with the arabs
19223314_gab,a lot of faggots out tonight fuck it like a shitskin pride march,normal,faggots
27837266_gab,importing subhumans to rape white women and children and torture and murder white men is the opposite of what power hungry politicians would do what would be the point of ruling haiti it better to be homeless among whites,normal,importing subhumans to rape white women and children and torture and murder white men
7897077_gab,wow underwhelming advice from another msm shillary asshat i feel safer now just ignoring the muzzie part of the story what an arrogant little pos you can all go back to sleep now,hate speech,shillary asshat muzzie arrogant little pos
1182489322194268160_twitter,you a bad bitch,hate speech,bad bitch
8520993_gab,merkel is not minister of germany she is euro president of the human extinction movement all kommies no matter where resolve to genocide todays cultural marxists and sjw are just kommies without an ak47 they use musloid terrorist proxies,normal,musloid
17073972_gab,so we just forgive them all for   then granted we should have nuked saudi arabia but there was credible intel those raghead fucks were training in afghanistan level that place too and fuck anyone that has a problem with it,normal,should have nuked saudi arabia raghead fucks
10794716_gab,just trying to sync with your thinking and logic was mere clarification sorry if that in anyway offended intimidated or made you feel uncomfortable so your answer to  is low iq economic immigrants because they are a loaded gun by the deep state though you did not mention that earlier,hate speech,immigrants
21140356_gab,the president decides if she faces action its just going to make liberals look retarded and expose more corrupt establishment,hate speech,retarded
1252689061090938880_twitter,bollywood movies cheese naan and violently abusing immigrants,hate speech,violently abusing immigrants
25346126_gab,if that silver is not an ovenable rat faced kike i do not know what is,normal,kike
23332539_gab,nope my chi jack did the work us nigger white americans dont know nuffin,normal,nigger
16646910_gab,oh yea i hate jews but also hate their moslum cousins no semetic sand creatures allowed in white nations with jews you lose ban islam,normal,hate jews
27963770_gab,filthy mudshark rebels against her cop daddy by burning coal and puts him in trouble trying to rescue her before the nigger damages or murders her,hate speech,mudshark
19747235_gab,any site run by kikes is just anti white kike bullshit,normal,kikes kike
22317052_gab,you know how that nigger blamed weather on rothschilds without realizing he was naming the jew and then his kike handlers wrote his apology for him maybe trump did not realize what globalist meant and now his kike handlers jarvanka have taken over,normal,kike kike
1117488989362098177_twitter,this nigger just saved the uk,normal,nigger
21531589_gab,nigger can not say that on twitter btw this is why i gotongab,normal,nigger
9622487_gab,actually the context is if anyone says moderate or radical islam they are slandering islam slandering islam is islamaphobia islamaphobia is now a crime in the eu many eu officials say outright moderate and radical islam charges need to be laid,hate speech,slandering islam
1120281854748319755_twitter,family reunion soon im gonna end up reading some gay shit minsung au 🤙 🏻 🤙 🏻,hate speech,gay shit
8479519_gab,as usual she opens that retarded mouth of hers and i would say insert foot but we all know that each fatzilla foot of hers weighs about  pounds,hate speech,retarded fatzilla foot of hers
25494915_gab,contra kike lo mas de base fuego y agua la purificación del mundo sin ratas de peste,normal,kike
9839457_gab,it was her nigger buck,normal,nigger buck
17191948_gab,trump will be removed and mark cuban will win unless some fat negro woman tries to take office mark cuban is a guaranteed win,hate speech,fat negro woman
16047951_gab,my comment and others on fox news regarding the jihadist muslim terrorist family that attempted to explode a suicide vest 👹,normal,jihadist muslim terrorist
23568042_gab,we need to gas assad all you so called right wingers supporting a muzzie make me laugh,normal,muzzie
1091133367150657537_twitter,she grown and can do what she wants talk to my friends nice bitch,hate speech,bitch
22096140_gab,wah they call me a nazi because i hate jews and blacks people walls like a wannabe nazi talks like a wannabe nazi it a wannabe nazi lol and a poor excuse of one you are too pussy to do shit about it,normal,nazi jews and blacks people nazi too pussy to do shit
1108075259897352193_twitter,you should go kill yourself for being a lesbian ew don ’ t think of me,normal,kill yourself for being a lesbian
1263614686156558336_twitter,of course this is the most efficient way to solve the too many east south asians problem,normal,too many east south asians
17847403_gab,i will keep my bigotry right here thanks you people niggers and jews and i can not think of anything worse than nigger jews double whammy of wtf,normal,nigger
1246488_gab,that probably what they paid millions of dollars for investing in their future influence weapons deals military support training protection goodwill for continued moslem hijrah invasion by migration lenience and special privileges in the handling of crimes involving moslems,normal,moslems
10723000_gab,shut up goatfucker shitbag and answer the question who killed  black babies last year the kk or planned parenthood,hate speech,goatfucker shitbag
